rank,id,problem_number,title,category,ev,ev_low,ev_high,impact,p_solve,p_valid_open,assessment,local_status,upstream_status,eligible,present,holds,reasons,source_url
,20002464,AIM-PDES-0076,A boundary-work concentration diagnostic for shear-band blow-up,Partial Differential Equations,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,False,True,statement_repair_required,construction_or_counterexample,https://aimath.org/WWN/balancelaws/balancelaws.pdf
,20002491,AIM-PDES-0103,From formal graph and density expansions to Mather-measure error bounds,Partial Differential Equations,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,False,True,statement_repair_required,computable_objects,https://aimath.org/WWN/dynpde/dynpde.pdf
,20002505,AIM-PHYSICS-0013,"Holomorphic anomaly, fibrations, and the BPS multiple-cover transform",Mathematical Physics,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,partially_solved,False,True,possible_duplicate_of:20000716,,http://aimpl.org/gromwitnumthry/1/
,20002506,AIM-PHYSICS-0014,Compact-fixed-locus definitions and pole obstructions for noncompact elliptic genera,Mathematical Physics,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,partially_solved,False,True,possible_duplicate_of:20000717,,http://aimpl.org/gromwitnumthry/3/
,20002508,AIM-PHYSICS-0016,Coefficientwise indices and a level-two Calabi--Yau/CFT test,Mathematical Physics,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,partially_solved,False,True,possible_duplicate_of:20000719,,http://aimpl.org/gromwitnumthry/3/
,20002509,AIM-PHYSICS-0017,Paramodular consistency tests for Calabi-Yau counting series,Mathematical Physics,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,partially_solved,False,True,possible_duplicate_of:20000720,,http://aimpl.org/gromwitnumthry/3/
,20002510,AIM-PHYSICS-0018,Normalization-aware leading quintic amplitudes at the Gepner point,Mathematical Physics,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,partially_solved,False,True,possible_duplicate_of:20000721,,http://aimpl.org/gromwitnumthry/4/
,20002511,AIM-PHYSICS-0019,"Hurwitz class numbers, CM enumeration, and local conductor layers",Mathematical Physics,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,partially_solved,False,True,possible_duplicate_of:20000722,algorithmic_target,http://aimpl.org/gromwitnumthry/4/
,20002512,AIM-PHYSICS-0020,"Formal, Jacobi, and wave-function transformations of the string coupling",Mathematical Physics,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,partially_solved,False,True,possible_duplicate_of:20000723,,http://aimpl.org/gromwitnumthry/4/
,20002513,AIM-PHYSICS-0021,"Mirror-quintic periods, modular-type structures, and a conifold obstruction",Mathematical Physics,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,partially_solved,False,True,possible_duplicate_of:20000724,,http://aimpl.org/gromwitnumthry/4/
,20002514,AIM-PHYSICS-0022,Functional equations and an Euler-product obstruction for mixed mock L-series,Mathematical Physics,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,partially_solved,False,True,possible_duplicate_of:20000725,,http://aimpl.org/gromwitnumthry/5/
,20002515,AIM-PHYSICS-0023,Hauptmodul differential equations for an even-weight mixed-mock class,Mathematical Physics,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,partially_solved,False,True,possible_duplicate_of:20000726,,http://aimpl.org/gromwitnumthry/5/
,20002516,AIM-PHYSICS-0024,"Mock modularity, geometric invariants, and finite pole tomography",Mathematical Physics,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,partially_solved,False,True,possible_duplicate_of:20000727,,http://aimpl.org/gromwitnumthry/5/
,20002520,AIM-PHYSICS-0028,Rellich compactness and spectrum on open manifolds,Mathematical Physics,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,,https://aimath.org/WWN/l2harmonic/l2harmonic.pdf
,20002521,AIM-PHYSICS-0029,"Melrose's answer, compact Sobolev embedding, and escape of mass",Mathematical Physics,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,False,True,statement_repair_required; invalid_or_context_only_report,construction_or_counterexample,https://aimath.org/WWN/l2harmonic/l2harmonic.pdf
,20002532,AIM-PHYSICS-0040,The four-body super-eight and the rotating-square obstruction,Mathematical Physics,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,https://aimath.org/WWN/varcelest/varcelest.pdf
,20002545,AIM-PHYSICS-0053,The syzygy-free three-body solution and quantitative crossing certificates,Mathematical Physics,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,https://aimath.org/WWN/varcelest/varcelest.pdf
,20002563,AIM-PROBABILITY-0005,Exact determinant-sign characterization of nonnegative rank three for 2x2x2 tensors,Probability,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,http://aimpl.org/boltzmann/2/
,20002574,AIM-PROBABILITY-0016,Exact graph heat flow on a product-RBM manifold,Probability,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,False,True,statement_repair_required,computable_objects,http://aimpl.org/boltzmann/6/
,20002581,AIM-PROBABILITY-0023,Time-uniform self-normalization without Cauchy moments,Probability,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,http://aimpl.org/steinhd/1/
,20002603,AIM-PROBABILITY-0045,Non-backtracking versus simple random-walk mixing,Probability,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,http://aimpl.org/markovmixing/3/
,20002605,AIM-PROBABILITY-0047,Interchange mixing on the Boolean hypercube,Probability,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,http://aimpl.org/markovmixing/4/
,20002607,AIM-PROBABILITY-0049,Solved cutoff and an exact rank-correlation observable,Probability,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,http://aimpl.org/markovmixing/5/
,20002609,AIM-PROBABILITY-0051,Exact total-variation cutoff profile for random transpositions,Probability,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,http://aimpl.org/markovmixing/5/
,20002615,AIM-PROBABILITY-0057,Negative-quartic two-matrix model is not a real probability measure,Probability,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,False,True,statement_repair_required; invalid_or_context_only_report,computable_objects,http://aimpl.org/vectorequilib/1/
,20002638,AIM-PROBABILITY-0080,"Eden conventions, exponential FPP clocks, and an exact finite-cluster comparison",Probability,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,partially_solved,False,True,insufficient_statement_context,,http://aimpl.org/kpzuniversality/1/
,20002643,AIM-PROBABILITY-0085,Spiked polymer formulas and a confluence-safe BBP reduction,Probability,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,http://aimpl.org/kpzuniversality/2/
,20002652,AIM-PROBABILITY-0094,Exact discrete Cole–Hopf compatibility and the solved Sasamoto–Spohn convergence problem,Probability,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,http://aimpl.org/kpzuniversality/2/
,20002654,AIM-PROBABILITY-0096,Geometric-RSK entrance saddle and flag-mirror superpotential,Probability,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,http://aimpl.org/kpzuniversality/2/
,20002658,AIM-PROBABILITY-0100,Karlin–McGregor origin of the Airy2 boundary-value kernel,Probability,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,http://aimpl.org/kpzuniversality/2/
,20002664,AIM-PROBABILITY-0106,Commuting multivariable Poisson smoothing and cyclic-gradient closure criteria,Probability,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,False,True,statement_repair_required,computable_objects,https://aimath.org/WWN/freeanalysis/freeanalysis.pdf
,20002672,AIM-PROBABILITY-0114,Transported compact resolvent and a Tauberian entropy-dimension reduction,Probability,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,False,True,statement_repair_required,computable_objects,https://aimath.org/WWN/freeanalysis/freeanalysis.pdf
,20002678,AIM-PROBABILITY-0120,Brown measure for unbounded affiliated operators,Probability,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,https://aimath.org/WWN/freeanalysis/freeanalysis.pdf
,20002692,AIM-PROBABILITY-0134,The doubled-Fock copied-letter gradient of the q-Gaussian number operator,Probability,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,https://aimath.org/WWN/freeanalysis/freeanalysis.pdf
,20002702,AIM-PROBABILITY-0144,A split source fragment and the dihedral noncrystallographic H-triangle,Probability,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,,https://aimath.org/WWN/braidgroups/braidgroups.pdf
,20002703,AIM-PROBABILITY-0145,Fuss-Catalan frameworks and a colored exact-flat Boolean model,Probability,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,False,True,statement_repair_required,computable_objects; algorithmic_target,https://aimath.org/WWN/braidgroups/braidgroups.pdf
,20002705,AIM-PROBABILITY-0147,An extraction boundary and stable edge coefficients,Probability,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,algorithmic_target,https://aimath.org/WWN/braidgroups/braidgroups.pdf
,20002718,AIM-PROBABILITY-0160,A conjugacy-class coalgebra and Hopf completion for Cayley intervals,Probability,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,False,True,statement_repair_required,computable_objects,https://aimath.org/WWN/braidgroups/braidgroups.pdf
,20002721,AIM-PROBABILITY-0163,Signed-charge formulas for finite-order unitary cumulants,Probability,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,https://aimath.org/WWN/braidgroups/braidgroups.pdf
,20002726,AIM-PROBABILITY-0168,Higher Cohen-Macaulay connectivity of generalized cluster complexes,Probability,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit; insufficient_statement_context,,https://aimath.org/WWN/braidgroups/braidgroups.pdf
,20002736,AIM-REPRESENTATION_THEORY-0008,Arithmetic consequences and height gaps from horizontal CM packet equidistribution,Algebra,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,http://aimpl.org/aagaautomorphic/4/
,20002744,AIM-REPRESENTATION_THEORY-0016,Pairwise independence of integral FI-models away from finitely many primes,Algebra,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,http://aimpl.org/repnstability/1/
,20002748,AIM-REPRESENTATION_THEORY-0020,A characteristic-two obstruction to degree-two tca noetherianity,Algebra,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,algorithmic_target,http://aimpl.org/repnstability/1/
,20002750,AIM-REPRESENTATION_THEORY-0022,Rank four gives a nonalgebraic determinantal tca Hilbert series,Algebra,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,http://aimpl.org/repnstability/1/
,20002758,AIM-REPRESENTATION_THEORY-0030,A fixed-d Toeplitz obstruction to degree-wise coherence for FI_d,Algebra,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,http://aimpl.org/repnstability/3/
,20002784,AIM-REPRESENTATION_THEORY-0056,Odd cohomology vanishes by a pointed-support filtration,Algebra,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,http://aimpl.org/sheavemodular/11/
,20002801,AIM-REPRESENTATION_THEORY-0073,A quadratic self-opposition criterion for double covers,Algebra,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,partially_solved,False,True,insufficient_statement_context,,http://aimpl.org/autoformcovergp/2/
,20002805,AIM-REPRESENTATION_THEORY-0077,A genuine-character obstruction and packet test for lifts to covered inner forms,Algebra,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,False,True,statement_repair_required,construction_or_counterexample,http://aimpl.org/autoformcovergp/3/
,20002806,AIM-REPRESENTATION_THEORY-0078,The tempered endoscopic character identity and finite packet inversion for Mp(2n),Algebra,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,http://aimpl.org/autoformcovergp/3/
,20002807,AIM-REPRESENTATION_THEORY-0079,Published Rankin-Selberg integrals for higher covers and a two-place Eulerianity test,Algebra,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,http://aimpl.org/autoformcovergp/4/
,20002809,AIM-REPRESENTATION_THEORY-0081,Applications and a positive nonvanishing sieve for covering-group trace formulas,Algebra,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,http://aimpl.org/autoformcovergp/4/
,20002815,AIM-REPRESENTATION_THEORY-0087,Elementary characters generate Andre's supercharacter theory,Algebra,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,https://aimath.org/WWN/supercharacters/supercharacters.pdf
,20002822,AIM-REPRESENTATION_THEORY-0094,Borel supercharacters and a split torus-degree Hopf structure,Algebra,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,solved,False,True,upstream_resolution_claim; statement_repair_required,construction_or_counterexample,https://aimath.org/WWN/supercharacters/supercharacters.pdf
,20002826,AIM-REPRESENTATION_THEORY-0098,A q-power-sum bridge to supercharacters and a block-interval-order model,Algebra,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,https://aimath.org/WWN/supercharacters/supercharacters.pdf
,20002828,AIM-REPRESENTATION_THEORY-0100,Algebra-group supercharacter refinements and a class-two formula,Algebra,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,https://aimath.org/WWN/supercharacters/supercharacters.pdf
,20002836,AIM-REPRESENTATION_THEORY-0108,Determinants over arbitrary coefficient rings,Algebra,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,https://aimath.org/WWN/padicmodularity/padicmodularity.pdf
,20002843,AIM-SEVERAL_COMPLEX_VARIABLES-0001,A scale obstruction to the coefficient-one formulation,Analysis,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,http://aimpl.org/crscv/1/
,20002855,AIM-SEVERAL_COMPLEX_VARIABLES-0013,Product branching and the missing irreducibility hypothesis,Analysis,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,http://aimpl.org/crscv/3/
,20002877,AIM-SEVERAL_COMPLEX_VARIABLES-0035,Formal and biholomorphic CR equivalence diverge,Analysis,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,https://aimath.org/WWN/crmappings/crmappings.pdf
,20002879,AIM-SEVERAL_COMPLEX_VARIABLES-0037,Equivariant hyperquadric embeddings and a standard-parabolic obstruction,Analysis,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,False,True,statement_repair_required,construction_or_counterexample,https://aimath.org/WWN/crmappings/crmappings.pdf
